"global_index","worker","episode","episode_index","name","region","address","address_display","category","card_menu","menus","output_file","output_path"
"88","1","EP.18","3","형제정육식당","전남 순천시","전남 순천시 황전면 괴목길 10 (괴목리 41-3)","전남 순천시 황전면 괴목길 10","정육식당","삼겹살(170g)","삼겹살(170g) (13,000원) / 볶음밥 (4,000원)","003_형제정육식당.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.18\003_형제정육식당.png"
"89","1","EP.18","4","성읍칠십리식당","제주 서귀포시","제주 서귀포시 표선면 성읍정의현로 74 (성읍리 580)","제주 서귀포시 표선면 성읍정의현로 74","돼지고기구이","제주의 햇살을 머금은 감귤나무와 감귤로 천천히 구워 더욱 맛있는 제주 흑돼지","제주의 햇살을 머금은 감귤나무와 감귤로 천천히 구워 더욱 맛있는 제주 흑돼지 (15,000원) / 3대천왕에서 인정받은 칠십리만의 감귤나무와 감귤초벌로 더해진 고사리 흑돼지 삼겹살 (20,000원) / 꿩 + 감자(전분) + 국수’의 조합으로, 제주의 로컬 별미국수 (9,000원) / 칠십리만의 레시피로 볶아내는 환상의 볶음밥 (5,000원) / 제주막걸리 (4,000원) / 공기밥 (1,000원)","004_성읍칠십리식당.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.18\004_성읍칠십리식당.png"
"90","1","EP.18","5","한라식당","제주 서귀포시","제주 서귀포시 표선면 성읍정의현로22번길 8 (성읍리 855-3)","제주 서귀포시 표선면 성읍정의현로22번길 8","한식","흑돼지주물럭(제주산)","흑돼지주물럭(제주산) (11,000원) / 🧊좁쌀막걸리 (6,000원) / 🌈쑥빈대떡 (6,000원) / 🐷흑돼지오겹살(제주산) (22,000원) / 🐟옥돔구이(제주산) (25,000원)","005_한라식당.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.18\005_한라식당.png"
"91","1","EP.19","1","원조부산족발","부산 중구","부산 중구 광복로 13-1 (부평동1가 35-3)","부산 중구 광복로 13-1","족발,보쌈","족발 소","족발 소 (35,000원) / 냉채 중 (40,000원) / 장육 중 (40,000원) / 족발 중 (40,000원) / 족발 대 (50,000원) / 족발 특대 (60,000원) / 냉채 소 (35,000원) / 냉채 대 (50,000원) / 냉채 특 (60,000원) / 장육 소 (35,000원) / 장육 대 (50,000원) / 장육 특 (60,000원) / 돌솥밥 (5,000원) / 된장찌개 (4,000원)","001_원조부산족발.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.19\001_원조부산족발.png"
"92","1","EP.19","2","영동족발","서울 서초구","서울 서초구 남부순환로358길 8 (양재동 1-4)","서울 서초구 남부순환로358길 8","족발,보쌈","족발","","002_영동족발.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.19\002_영동족발.png"
"93","1","EP.19","3","옥천매운족발","서울 종로구","서울 종로구 종로51나길 23 (창신동 142-27)","서울 종로구 종로51나길 23","족발,보쌈","물/비빔냉면","물/비빔냉면 (6,000원) / 막국수 (6,000원) / 반반족발 뒷다리 중 (34,000원) / 반반족발 앞다리 대 (38,000원) / 한방미니족발 (21,000원) / 살코기 매운족발 앞다리대 (38,000원) / 살코기매운족발 뒷다리 중 (34,000원) / 육회 (20,000원) / 매운미니족발 대 (30,000원) / 매운미니족발 중 (26,000원) / 무뼈닭발 (14,000원) / 매운삼겹살 (14,000원) / 계란찜 (2,000원) / 매운족발 앞다리 (38,000원) / 매운족발 뒷다리 (34,000원)","003_옥천매운족발.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.19\003_옥천매운족발.png"
"94","1","EP.19","4","평안도족발집","서울 중구","서울 중구 장충단로 174-6 (장충동1가 62-16)","서울 중구 장충단로 174-6","족발,보쌈","동치미포장비","동치미포장비 (1,000원) / 족발(특대) (60,000원) / 족발(대) (50,000원) / 족발(중) (40,000원) / 족발(소) (30,000원) / 빈대떡 (8,000원) / 막국수 (8,000원)","004_평안도족발집.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.19\004_평안도족발집.png"
"95","1","EP.19","5","유명한꼬마족발","충북 청주시","충북 청주시 상당구 상당로3번길 2 (석교동 492)","충북 청주시 상당구 상당로3번길 2","족발,보쌈","족발","","005_유명한꼬마족발.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.19\005_유명한꼬마족발.png"
"96","2","EP.20","1","용바위식당","강원 인제군","강원 인제군 북면 진부령로 107 (용대리 71-3)","강원 인제군 북면 진부령로 107","해물,생선요리","황태구이정식","황태구이정식 (16,000원) / 황태국밥 (10,000원) / 청국장 (10,000원) / 도토리묵 (14,000원) / 감자전 (14,000원) / 메밀전병 (14,000원) / 황태구이 (7,000원) / 인제막걸리 (4,000원) / 옥수수막걸리 (4,000원) / 더덕 생동동주 (5,000원) / 메밀꽃 생동동주 (5,000원)","001_용바위식당.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.20\001_용바위식당.png"
"97","2","EP.20","2","유치회관","경기 수원시","경기 수원시 팔달구 효원로292번길 67 (인계동 1132-4)","경기 수원시 팔달구 효원로292번길 67","해장국","해장국","해장국 (12,000원) / 수육 (40,000원) / 수육무침 (40,000원) / 소주 (5,000원)","002_유치회관.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.20\002_유치회관.png"
"98","2","EP.20","3","창성옥","서울 용산구","서울 용산구 새창로 124-10 (용문동 25-16)","서울 용산구 새창로 124-10","한식","사골 육수에 소뼈 선지 배추가 들어가 단백질,칼슘,식이섬유등이 풍부한 건강 음식입니다","사골 육수에 소뼈 선지 배추가 들어가 단백질,칼슘,식이섬유등이 풍부한 건강 음식입니다 (11,000원) / 해장국과 들어가는 재료는 같으며, 좀 더 얼큰하게 청양고추를 넣어 술안주로 따뜻하게 드실수 (32,000원) / 뼈전골 대 (43,000원) / 해장국 포장 (중) (16,000원) / 해장국 포장 (대) (22,000원) / 선지우거지추가 (5,000원) / 전골 뼈추가 (11,000원)","003_창성옥.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.20\003_창성옥.png"
"99","2","EP.20","4","한성옥해장국","서울 용산구","서울 용산구 백범로 283 (효창동 81-1)","서울 용산구 백범로 283","","해장국","","004_한성옥해장국.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.20\004_한성옥해장국.png"
"100","2","EP.20","5","해남해장국","전남 목포시","전남 목포시 삼학로18번길 2-2 (상락동1가 2-5)","전남 목포시 삼학로18번길 2-2","해장국","돼지뼤해장국","돼지뼤해장국 (13,000원) / 국내산 돼지뼈 (20,000원) / 전복추가 (4,000원) / 국내산 완도 전복 (13,000원)","005_해남해장국.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.20\005_해남해장국.png"
"101","2","EP.22","1","윤대감참숯등갈비","경기 군포시","경기 군포시 당동로 22 (당동 769-27)","경기 군포시 당동로 22","돼지고기구이","양념이 안되어있는 소금 구이입니다.","양념이 안되어있는 소금 구이입니다. (17,000원) / 간장양념 구이입니다. (17,000원) / 맛이 좋아요 등갈비가 초벌 시간이 있어 처음에 시켜서 먼저 드시는걸 추천합니다! (8,000원) / 잔치국수 (5,000원) / 기본으로 하나 나오고 추가시 천원입니다! (1,000원)","001_윤대감참숯등갈비.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.22\001_윤대감참숯등갈비.png"
"102","2","EP.22","2","호남식당","서울 중구","서울 중구 퇴계로41길 9 (충무로4가 127-16)","서울 중구 퇴계로41길 9","육류,고기요리","야채찜돼지갈비","야채찜돼지갈비 (14,000원) / 돼지갈비 (12,000원) / 충무로 돼지물갈비 (15,000원) / 볶음밥 1공기 (5,000원) / 셀프볶음밥 1공기 (2,000원)","002_호남식당.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.22\002_호남식당.png"
"103","2","EP.22","3","부암갈비","인천 남동구","인천 남동구 용천로 149 (간석동 130-12)","인천 남동구 용천로 149","육류,고기요리","돼지생갈비(200g)","돼지생갈비(200g) (19,000원) / 된장찌개 (1,000원) / 젓갈볶음밥 (3,000원) / 계란추가 (2,000원)","003_부암갈비.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.22\003_부암갈비.png"
"104","2","EP.22","4","승일식당","전남 담양군","전남 담양군 담양읍 중앙로 98-1 (객사리 226-1)","전남 담양군 담양읍 중앙로 98-1","육류,고기요리","숯불갈비","","004_승일식당.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.22\004_승일식당.png"
"105","2","EP.22","5","남들갈비","충북 청주시","충북 청주시 서원구 청남로2133번길 8 (모충동 120-15)","충북 청주시 서원구 청남로2133번길 8","육류,고기요리","기본 2인분 부터 주문가능","기본 2인분 부터 주문가능 (15,000원) / 잔치국수 / 동치미국수 (5,000원)","005_남들갈비.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.22\005_남들갈비.png"
"106","2","EP.23","1","개천식당","대전 동구","대전 동구 대전로779번길 39-2 (원동 62-12)","대전 동구 대전로779번길 39-2","만두","부추만두튀김","부추만두튀김 (7,000원) / 만두국 (8,000원) / 떡만두국(1인분) (8,000원) / 갈비탕(1인분) (11,000원) / 국밥(1인분) (8,000원) / 떡국(1인분) (8,000원) / 개천만두 (7,000원) / 부추고기만두 (7,000원) / 콜라 (2,000원) / 사이다 (2,000원)","001_개천식당.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.23\001_개천식당.png"
"107","2","EP.23","2","신발원","부산 동구","부산 동구 대영로243번길 62 (초량동 561-1)","부산 동구 대영로243번길 62","딤섬,중식만두","얇은 만두피에 신선한 백새우를 곱게 다져넣은 만두로, 새우의 감칠맛이 그대로 살아있는 만두","얇은 만두피에 신선한 백새우를 곱게 다져넣은 만두로, 새우의 감칠맛이 그대로 살아있는 만두 (4,000원) / 높은 고기함량과 육즙을 머금는 발효피로 만들어져 찐한 고기향을 느낄 수 있는 신발원의 대표메뉴 (4,500원) / 신선한 부추와 탱탱한 당면이 입안 가득 씹히는 신발원에서 본 적 없는 새로운 스타일의 메뉴 (5,000원) / 고기와 야채로 빵빵하게 속을 채우고 튀겨, 고소한 맛과 바삭한 식감으로 단번에 입맛을 사로잡는 메뉴 (5,300원) / 만두 속에 통째로 들어간 새우가 큼직하고 통통하게 씹혀 인기가 많은 메뉴 (6,500원) / 한 번 먹으면 또 찾게 만드는 담백한 맛으로, 신선한 부추향이 일품! (4,500원)","002_신발원.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.23\002_신발원.png"
"108","2","EP.23","3","고려당","전북 익산시","전북 익산시 중앙로 52 (갈산동 25)","전북 익산시 중앙로 52","종합분식","찐빵","","003_고려당.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.23\003_고려당.png"
"109","2","EP.23","4","고추만두국집","충북 청주시","충북 청주시 상당구 사직대로350번길 61 (서문동 80-5)","충북 청주시 상당구 사직대로350번길 61","만두","얼큰만두국","","004_고추만두국집.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.23\004_고추만두국집.png"
"110","2","EP.23","5","대우분식","충북 충주시","충북 충주시 공설시장길 13 (봉방동 773-2)","충북 충주시 공설시장길 13","종합분식","감자만두","","005_대우분식.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.23\005_대우분식.png"
"111","2","EP.24","1","중앙식당","경기 용인시","경기 용인시 처인구 백암면 근창로 13 (백암리 447-10)","경기 용인시 처인구 백암면 근창로 13","순대,순댓국","순대국","순대국 (9,000원) / 순대(소) (10,000원) / 모듬순대(대) (15,000원) / 순대국 특 (10,000원)","001_중앙식당.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.24\001_중앙식당.png"
"112","2","EP.24","2","돈암순대","서울 성북구","서울 성북구 동소문로18길 12 (동소문동5가 63-3)","서울 성북구 동소문로18길 12","순대,순댓국","야채김밥","야채김밥 (3,000원) / 치즈김밥 (3,500원) / 순대 (5,000원) / 참치김밥 (4,000원) / 매운김밥 (4,000원) / 모듬(순대+야채김밥) (5,000원) / 떡볶이 (3,500원) / 내장만 (7,000원)","002_돈암순대.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.24\002_돈암순대.png"
"113","2","EP.24","3","거목순대국밥","전남 순천시","전남 순천시 장평로 50 (풍덕동 1265-5)","전남 순천시 장평로 50","국밥","순대국밥","순대국밥 (11,000원) / 국밥 (10,000원)","003_거목순대국밥.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.24\003_거목순대국밥.png"
"114","2","EP.24","4","정순순대","전북 익산시","전북 익산시 중앙로1길 24-9 (창인동1가 103-2)","전북 익산시 중앙로1길 24-9","순대,순댓국","피순대","","004_정순순대.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.24\004_정순순대.png"
"115","2","EP.24","5","박순자 아우내순대","충남 천안시","충남 천안시 동남구 병천면 아우내순대길 47 (병천리 173-6)","충남 천안시 동남구 병천면 아우내순대길 47","순대,순댓국","순대국밥","순대국밥 (10,000원) / 모둠순대 (16,000원) / 순대만국밥 (10,000원) / 내장만국밥 (10,000원) / 순대만한접시 (16,000원) / 내장만한접시 (18,000원)","005_박순자 아우내순대.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.24\005_박순자 아우내순대.png"
"116","2","EP.25","1","금용","부산 부산진구","부산 부산진구 중앙대로702번길 17-1 (부전2동 168-184)","부산 부산진구 중앙대로702번길 17-1","중식당","탕수육(중)","탕수육(중) (24,000원) / 탕수육(대) (34,000원) / 유산슬(중) (32,000원) / 유산슬(대) (42,000원) / 오향장육(중) (25,000원) / 탕수육세트(2인) (23,000원) / 유산슬세트(2인) (32,000원)","001_금용.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.25\001_금용.png"
"117","2","EP.25","2","경성양육관","서울 광진구","서울 광진구 동일로18길 52 (자양동 11-12)","서울 광진구 동일로18길 52","양꼬치","20년이상의 경성양육관만의 노하우로 잡내 없이 즐길 수 있는 양꼬치 (매출 1위)","20년이상의 경성양육관만의 노하우로 잡내 없이 즐길 수 있는 양꼬치 (매출 1위) (16,000원) / 경성양육관 HOT한 맛을 느낄수있는 마라 양갈비 꼬치 (매출 2위) (17,000원) / 경성양육관의 쫄깃한 별미 메뉴 양갈비살 (매출 3위) (25,000원) / 담백한 맛의 끝판왕 경성양육관 양목살꼬치 (19,000원) / 어떤 매장보다 부드럽고 담백한 소갈비살 (20,000원) / 20년이상의 노하우로 잡내를 완벽하게 잡은 건대 1위 고급양갈비 (35,000원) / 백종원이 극찬한 겉바속촉 경성양육관 특제 소스로 만든 꿔바로우 (20,000원) / 10년 경력 주방장의 특별한 조리법으로 만든 매콤달콤한 칠리새우 (22,000원) / 10년 경력 주방장의 특별한 조리법으로 만든 취향저격 달콤한 크림새우 (22,000원) / 재료를 아낌없이 넣은 경성양육관의 마라탕 (12,000원) / 양깃머리 (23,000원) / 향라육사 (20,000원) / 어향육사 (20,000원) / 마라소고기채 (23,000원) / 소고기고추볶음 (25,000원)","002_경성양육관.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.25\002_경성양육관.png"
"118","2","EP.25","3","경방루","전북 남원시","전북 남원시 광한북로 29 (금동 10-3)","전북 남원시 광한북로 29","중식당","경 코스(4인부터)","경 코스(4인부터) (38,000원) / 방 코스(4인부터) (50,000원) / 루 코스(6인부터) (60,000원) / 스페셜 코스(8인부터) (70,000원) / 짜장면 (8,000원) / 우동/간짜장/짬뽕 (9,000원) / 삼선간짜장/삼선짬뽕/물짜장/굴짬뽕/사천짜장 (12,000원) / 쟁반짜장(기본2인) (24,000원) / 볶음밥/짬뽕밥 (10,000원) / 잡채밥 (11,000원) / 삼선짬뽕밥/굴짬뽕밥 (12,000원) / 삼선볶음밥 (12,000원) / 잡탕밥 (18,000원) / 자연송이밥/해삼탕밥 (29,000원)","003_경방루.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.25\003_경방루.png"
"119","2","EP.25","4","향미식당","충북 단양군","충북 단양군 매포읍 평동4길 5 (평동리 124-8)","충북 단양군 매포읍 평동4길 5","중식당","탕수육","","004_향미식당.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.25\004_향미식당.png"
"120","2","EP.26","1","백촌막국수","강원 고성군","강원 고성군 토성면 백촌1길 10 (백촌리 162)","강원 고성군 토성면 백촌1길 10","막국수","막국수","","001_백촌막국수.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.26\001_백촌막국수.png"
"121","2","EP.26","2","생곡막국수","강원 홍천군","강원 홍천군 서석면 군두리길 310 (생곡리 694)","강원 홍천군 서석면 군두리길 310","막국수","메밀막국수","메밀막국수 (10,000원) / 감자전 (15,000원) / 촌두부 (10,000원) / 수육 (23,000원) / 메밀왕만두 (10,000원) / 겨울철 별미 시원한 동동주 (8,000원) / 감자옹심이 (겨울메뉴) (11,000원) / 옹심이메밀칼국수(겨울메뉴) (10,000원)","002_생곡막국수.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.26\002_생곡막국수.png"
"122","2","EP.26","3","동곡할매손칼국수","대구 달성군","대구 달성군 하빈면 달구벌대로55길 97-5 (동곡리 125-8)","대구 달성군 하빈면 달구벌대로55길 97-5","칼국수,만두","손국수","손국수 (8,000원) / 수육 (17,000원) / 콩국수 (10,000원) / 암뽕 (17,000원) / 섞어서 (17,000원)","003_동곡할매손칼국수.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.26\003_동곡할매손칼국수.png"
"123","2","EP.26","4","공항칼국수","서울 강서구","서울 강서구 공항대로 18-1 (공항동 49-2)","서울 강서구 공항대로 18-1","한식","버섯칼국수","버섯칼국수 (10,000원) / 내장칼국수 (12,000원) / 내장탕 (12,000원) / 버섯내장짬뽕 (12,000원) / 일반칼국수 (10,000원) / 수육(중) (37,000원) / 수육(소) (20,000원) / 소내장볶음(중) (37,000원) / 소내장볶음(소) (20,000원) / 우렁초무침 (15,000원) / 골뱅이 (15,000원) / 버섯야채세트 (5,000원) / 볶음밥 (3,000원) / 사리 추가 (2,000원)","004_공항칼국수.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.26\004_공항칼국수.png"
"124","2","EP.26","5","혜화칼국수","서울 종로구","서울 종로구 창경궁로35길 13 (혜화동 84-3)","서울 종로구 창경궁로35길 13","국수","국시","국시 (12,000원) / 국내산 견과류로 함께 갈아만든 계절메뉴 (변동) / 수육 소 (20,000원) / 생선튀김 소 (20,000원) / 바싹불고기 소 (20,000원) / 문어 중 (25,000원) / 수육 대 (38,000원) / 생선튀김 대 (38,000원) / 바싹불고기 대 (38,000원) / 녹두빈대떡 (15,000원)","005_혜화칼국수.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.26\005_혜화칼국수.png"
"125","2","EP.27","1","장영선원조지례삼거리불고기","경북 김천시","경북 김천시 지례면 장터길 64 (교리 687-2)","경북 김천시 지례면 장터길 64","육류,고기요리","1인분(170g)삼겹살","1인분(170g)삼겹살 (14,000원) / 1인분(170g)목살 (14,000원) / 보리밥 (5,000원)","001_장영선원조지례삼거리불고기.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.27\001_장영선원조지례삼거리불고기.png"
"126","2","EP.27","2","강진식육식당","광주 북구","광주 북구 우치로27번길 4 (중흥동 356-15)","광주 북구 우치로27번길 4","돼지고기구이","살치살","살치살 (54,000원) / 생삼겹살 (17,000원) / 항정살 (19,000원) / 등심 (49,000원) / 돼지모듬 (65,000원) / 가브리 (19,000원) / 목살 (16,000원) / 누룽지 (3,000원) / 떡국 (5,000원) / 냉면 (5,000원)","002_강진식육식당.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.27\002_강진식육식당.png"
"127","2","EP.27","3","한라산도새기","서울 구로구","서울 구로구 서해안로 2318 (오류동 135-68)","서울 구로구 서해안로 2318","돼지고기구이","제주토종흙돼지(1인분/170g)","제주토종흙돼지(1인분/170g) (18,000원) / 제주백돼지오겹살(1인분/170g) (16,000원) / 돼지 생갈비 (19,000원) / 돼지차돌 (18,000원) / 옥돔구이 (26,000원) / 전복죽 (20,000원) / 제주돼지차돌 (18,000원) / 제주 주먹고기 (16,000원) / 양념돼지갈비 (16,000원) / 소갈비살 (21,000원) / 소갈비살 한마리 (65,000원)","003_한라산도새기.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.27\003_한라산도새기.png"
"128","2","EP.27","4","과역기사님식당","전남 고흥군","전남 고흥군 과역면 고흥로 2959-3 (과역리 60-3)","전남 고흥군 과역면 고흥로 2959-3","기사식당","대패삼겹살백반","","004_과역기사님식당.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.27\004_과역기사님식당.png"
"129","2","EP.27","5","진고개식당","전북 남원시","전북 남원시 하정2길 6 (하정동 84-2)","전북 남원시 하정2길 6","돼지고기구이","냉동삼겹살","","005_진고개식당.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.27\005_진고개식당.png"
"130","2","EP.28","1","육거리곰탕","경남 진주시","경남 진주시 망경로 303 (강남동 119)","경남 진주시 망경로 303","곰탕,설렁탕","곰탕","곰탕 (12,000원) / 수육(소) (32,000원) / 수육(대) (42,000원) / 소주 (4,000원) / 맥주 (4,000원)","001_육거리곰탕.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.28\001_육거리곰탕.png"
"131","2","EP.28","2","평남식당","경북 포항시","경북 포항시 북구 죽도시장3길 9-16 (죽도동 2-358)","경북 포항시 북구 죽도시장3길 9-16","곰탕,설렁탕","음료수","음료수 (2,000원) / 유일하게 수란이 들어가는 저희 가게 곰탕입니다:) (15,000원) / 식감이 부드러운 저희 가게 수육입니다! (45,000원) / 식감이 부드러운 저희 가게 수육입니다! (55,000원) / 막걸리 (4,000원) / 소주,맥주 (4,000원)","002_평남식당.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.28\002_평남식당.png"
"132","2","EP.28","3","중림장설렁탕","서울 중구","서울 중구 청파로 459-1 (중림동 468)","서울 중구 청파로 459-1","곰탕,설렁탕","설렁탕","설렁탕 (12,000원) / 설렁탕 특 (15,000원) / 도가니탕 (16,000원) / 꼬리탕 (18,000원) / 양지수육 (40,000원) / 도가니수육 (40,000원) / 꼬리수육 (50,000원) / 반반수육 (40,000원) / 모듬수육 (50,000원)","003_중림장설렁탕.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.28\003_중림장설렁탕.png"
"133","2","EP.28","4","나주곰탕하얀집","전남 나주시","전남 나주시 금성관길 6-1 (중앙동 48-17)","전남 나주시 금성관길 6-1","곰탕,설렁탕","곰탕","곰탕 (13,000원) / 수육곰탕 (15,000원) / 소 (40,000원) / 소주 (5,000원) / 맥주 (5,000원)","004_나주곰탕하얀집.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.28\004_나주곰탕하얀집.png"
"134","2","EP.29","1","원조숯불닭불고기집","강원 춘천시","강원 춘천시 낙원길 28-4 (중앙로2가 66-2)","강원 춘천시 낙원길 28-4","닭갈비","뼈 없는 닭갈비(250g)","뼈 없는 닭갈비(250g) (14,000원) / 뼈 있는 닭갈비(250g) (15,000원) / 간장닭갈비(250g) (14,000원) / 닭내장+똥집(250g) (15,000원) / 닭발 (14,000원) / 오돌뼈소금구이 (15,000원) / 막국수 (8,000원) / 된장찌개 (3,000원)","001_원조숯불닭불고기집.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.29\001_원조숯불닭불고기집.png"
"135","2","EP.29","2","통나무집닭갈비","강원 춘천시","강원 춘천시 신북읍 신샘밭로 763 (천전리 38-26)","강원 춘천시 신북읍 신샘밭로 763","","철판닭갈비","","002_통나무집닭갈비.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.29\002_통나무집닭갈비.png"
"136","2","EP.29","3","태백닭갈비","강원 태백시","강원 태백시 중앙남1길 10 (황지동 44-164)","강원 태백시 중앙남1길 10","닭갈비","기본2인분부터가능","기본2인분부터가능 (11,000원) / 냉이추가 (3,000원) / 볶음밥 (3,000원) / 우동/쫄면/라면/떡사리 추가(각) (3,000원) / 김주먹밥 (3,000원) / 공기밥 (1,000원) / 소주 (5,000원) / 맥주 (5,000원) / 음료수 (2,000원)","003_태백닭갈비.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.29\003_태백닭갈비.png"
"137","2","EP.29","4","공주집","충남 천안시","충남 천안시 서북구 성환읍 송덕2길 113 (송덕리 54-3)","충남 천안시 서북구 성환읍 송덕2길 113","닭갈비","메인메뉴입니다.","메인메뉴입니다. (12,000원) / 무뼈 닭발 (12,000원) / 닭도리탕 (40,000원) / 닭모래집 (12,000원)","004_공주집.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.29\004_공주집.png"
"138","2","EP.30","1","장미경양식","강원 고성군","강원 고성군 거진읍 거진길 37-1 (거진리 277-7)","강원 고성군 거진읍 거진길 37-1","양식","장미경양식 대표메뉴 ""경양식돈까스""","장미경양식 대표메뉴 ""경양식돈까스"" (12,000원) / 남녀노소 아이들까지 먹을 수 있는 모짜렐라 치즈가 듬뿍 들어간 경양식치즈돈가스 (14,000원) / 돈가스/곱빼기(공기밥+스프) (16,000원) / 치즈돈까스곱빼기(공기밥+스프) (18,000원) / 스프 추가 (1,000원) / 1인1식 주문시에는 추가제공 해드리고있습니다~! 그 외 밥 추가주문시 추가요금 발생됩니다. (1,000원) / 사이다 (2,000원) / 맥주 (4,000원) / 소주 (4,000원)","001_장미경양식.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.30\001_장미경양식.png"
"139","2","EP.30","2","가나돈까스의집","서울 강남구","서울 강남구 언주로 608 (논현동 275-3)","서울 강남구 언주로 608","돈가스","특대까스","특대까스 (16,000원) / 돈까스 (13,000원) / 생선까스 (14,000원) / 육개장 (12,000원) / 정식까스 (15,000원) / 함박까스 (17,000원) / 치즈까스 (17,000원) / 회덮밥 (11,000원)","002_가나돈까스의집.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.30\002_가나돈까스의집.png"
"140","2","EP.30","3","돈까스먹는용만이","서울 노원구","서울 노원구 한글비석로20길 52 (중계동 140-42)","서울 노원구 한글비석로20길 52","돈가스","서울우유 생크림과 우유를 기본으로 만든 돈까스 약간 매콤해서 느끼하지 않아요 인기메뉴 임니다","서울우유 생크림과 우유를 기본으로 만든 돈까스 약간 매콤해서 느끼하지 않아요 인기메뉴 임니다 (13,000원) / 달콤한 칠리소스에 튀긴마늘이 올라간 돈까스 인기메뉴 임니다 (13,000원) / 브라운 루를 바탕으로 32가지를 넣어서 만든 전통 돈까스 (11,000원) / 반은 매운맛과 반은 일반맛을 즐길수 있는 돈까스 (11,500원) / 50가지 향식료와 양념을 배합해서 만든 매콤한 돈까스 처음 드셔 보시고 더매운 맛을 즐기실 분은 이야기해 주세요 (12,000원) / 치킨을 기본으로 만든 치킨까스 한쪽에 머스터드 소스가 올라감니다 (11,500원) / 달콤한 칠리돈까스 50가지 양념이 기본이 된 돈까스 (12,000원) / 쵸코파이와 블럭치즈를 넣어서 만든 돈까스 (14,000원) / 참기름 솔솔 매콤한 해물 돈까스를 맛보세요 (13,000원) / 한식과 일식의 중간의 카레 즉석에서 만드는 카레로 13분 정도 걸려요 부드럽고 맛이 진해요 (13,000원) / 고구마와 모짜렐라치즈가 기본으로 소스는 핫소스가 올라가요 (14,500원) / 눈꽃치즈,파마산치즈,마스카포네치즈가 들어가고 소스는 매콤한 소스로 느끼한 맛이 없어요 (13,500원) / 동태살로 만든 부드러운 생선까스 (11,500원) / 사누끼우동 (6,000원) / 어묵우동 (7,000원)","003_돈까스먹는용만이.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.30\003_돈까스먹는용만이.png"
