episodeNumber,episodeLabel,uploadDate,videoTitle,videoUrl,contentType,restaurantId,restaurantName,country,region,address,category,representativeMenu,menusAndPrices,lat,lng,phone,operationStatus,operationSummary,weeklyHours,kakaoPlaceId,placeUrl,rating,reviewCount,facilities,officialDescriptionAddress,verification,notes
51,51화,2022-10-04,[sub] 성시경의 먹을텐데 l 연남동 서대문 양꼬치,https://www.youtube.com/watch?v=OHPgGihCSZQ,restaurant,mogeultende_d854adbc4c31,서대문양꼬치BAR,대한민국,서울 마포구,서울 마포구 동교로 251,양꼬치,양삼겹꼬치 (5EA),"양삼겹꼬치 (5EA) 7,500원 | 마라쪽갈비꼬치 (5EA) 8,000원 | 마라탕 (100g) 1,800원 | 마라샹궈 (100g) 3,000원",37.56238962,126.92419851,02-6085-5888,영업 전,14:00 오픈,수 14:00 ~ 02:00 | 목 14:00 ~ 02:00 | 금 14:00 ~ 02:00 | 토 14:00 ~ 02:00 | 일 14:00 ~ 02:00 | 월 14:00 ~ 02:00 | 화 14:00 ~ 02:00,1012940590,https://place.map.kakao.com/1012940590,2.9,109,"{""reservation"":false,""delivery"":false,""accessible"":false,""takeout"":false,""parking"":false,""pets"":false,""wifi"":false}",서울 마포구 동교로 251 2층 (연남동 255-20),official_description,
52,52화,2022-10-07,[sub] 성시경의 먹을텐데 l 한남동 부자피자,https://www.youtube.com/watch?v=U5WHtm6Yhj0,restaurant,mogeultende_b6e514f8639b,부자피자 1호점,대한민국,서울 용산구,서울 용산구 이태원로55가길 28,피자,시저 샐러드,"시저 샐러드 15,700원 | 부자 클라시카 19,600원 | 부자 샐러드 14,900원 | 부자 비츠 8,200원",37.53724276,126.99982349,02-794-9474,영업 전,11:00 오픈,수 11:00 ~ 21:20 / 20:50 라스트오더 | 목 11:00 ~ 21:20 / 20:50 라스트오더 | 금 11:00 ~ 21:20 / 20:50 라스트오더 | 토 11:00 ~ 21:20 / 20:50 라스트오더 | 일 11:00 ~ 21:20 / 20:50 라스트오더 | 월 휴무일 | 화 휴무일,21212902,https://place.map.kakao.com/21212902,3.9,414,"{""reservation"":false,""delivery"":false,""accessible"":false,""takeout"":true,""parking"":true,""pets"":false,""wifi"":true}",서울 용산구 이태원로55가길 28 (한남동 743-33),official_description,
53,53화,2022-10-14,[sub] 성시경의 먹을텐데 l 마츠다상과 오사카 특집 1편,https://www.youtube.com/watch?v=EMR0Aot9yUI,travel_special,,,,,,,,,,,,,,,,,,,{},,,해외 식당 1곳은 국내 전용 데이터셋 정책으로 제외
54,54화,2022-10-15,[sub] 성시경의 먹을텐데 l 마츠다상과 오사카 특집 2편,https://www.youtube.com/watch?v=kSoZA3FPOQs,travel_special,,,,,,,,,,,,,,,,,,,{},,,해외 식당 1곳은 국내 전용 데이터셋 정책으로 제외
55,55화,2022-10-21,[sub] 성시경의 먹을텐데 l 역삼동 강남 진해장,https://www.youtube.com/watch?v=u4Ci7OW5ES0,restaurant,mogeultende_c5c64a9e8978,강남진해장,대한민국,서울 강남구,서울 강남구 테헤란로5길 11,"찌개,전골",양선지해장국,"양선지해장국 13,000원 | 곱창전골 (대) 89,000원 | 갈비곰창전골 (중) 75,000원 | 내장탕 16,000원",37.49958439,127.02930814,02-557-2662,영업 중,24시간 영업,수 00:00 ~ 24:00 | 목 00:00 ~ 24:00 | 금 00:00 ~ 24:00 | 토 00:00 ~ 24:00 | 일 00:00 ~ 21:30 | 월 06:30 ~ 24:00 | 화 00:00 ~ 24:00,1428481536,https://place.map.kakao.com/1428481536,3.3,525,"{""reservation"":true,""delivery"":true,""accessible"":true,""takeout"":true,""parking"":true,""pets"":false,""wifi"":true}",서울 강남구 테헤란로5길 11(역삼동 819-4),official_description,
56,56화,2022-10-26,[sub] 성시경의 먹을텐데 l 도쿄 스시야쇼타,https://www.youtube.com/watch?v=Cydpf6p5f9g,travel_special,,,,,,,,,,,,,,,,,,,{},,,해외 식당 1곳은 국내 전용 데이터셋 정책으로 제외
57,57화,2022-10-29,[sub] 성시경의 먹을텐데 l 역삼동 대우 부대찌개,https://www.youtube.com/watch?v=lQ9le3dqrRk,restaurant,mogeultende_1821a0d7a7d2,대우부대찌개,대한민국,서울 강남구,서울 강남구 테헤란로25길 34,"찌개,전골",부대찌개,"부대찌개 16,000원 | 등심부대찌개(60g) 25,000원 | 등심구이(150g) 45,000원 | 안심구이(150g) 45,000원",37.50269666,127.03521737,02-552-1663,영업 전,11:00 오픈,수 11:00 ~ 21:00 | 목 11:00 ~ 21:00 | 금 11:00 ~ 21:00 | 토 휴무일 | 일 11:00 ~ 21:00 | 월 11:00 ~ 21:00 | 화 11:00 ~ 21:00,7819490,https://place.map.kakao.com/7819490,3.8,562,"{""reservation"":true,""delivery"":true,""accessible"":true,""takeout"":true,""parking"":true,""pets"":false,""wifi"":true}",서울 강남구 테헤란로25길 34 (역삼동 641-18),official_description,
58,58화,2022-11-10,[sub] 성시경의 먹을텐데 l 베트남 특집 1 (feat.아주~ 긴 쿠키가 숨어 있어요),https://www.youtube.com/watch?v=Mt6_HILLJRQ,travel_special,,,,,,,,,,,,,,,,,,,{},,,해외 식당 3곳은 국내 전용 데이터셋 정책으로 제외
59,59화,2022-11-11,[sub] 성시경의 먹을텐데 l 베트남 특집 2,https://www.youtube.com/watch?v=2auTxa9o2Ts,travel_special,,,,,,,,,,,,,,,,,,,{},,,해외 식당 2곳은 국내 전용 데이터셋 정책으로 제외
60,60화,2022-11-17,[sub] 성시경의 먹을텐데 l 연남동 편의방,https://www.youtube.com/watch?v=fk_BFKQ3UI8,restaurant,mogeultende_e98e8e4fb1d6,편의방,대한민국,서울 서대문구,서울 서대문구 연희로 36,중국요리,짬뽕,"짬뽕 9,000원 | 찐만두(8p) 8,000원 | 군만두(8p) 8,000원 | 짜장면 8,000원",37.56178534,126.92752897,02-363-5887,영업 전,11:00 오픈,수 11:00 ~ 20:30 / 14:00 ~ 17:00 브레이크타임 / 13:30 라스트오더 / 20:00 라스트오더 | 목 11:00 ~ 20:30 / 14:00 ~ 17:00 브레이크타임 / 13:30 라스트오더 / 20:00 라스트오더 | 금 11:00 ~ 20:30 / 14:00 ~ 17:00 브레이크타임 / 13:30 라스트오더 / 20:00 라스트오더 | 토 11:00 ~ 20:30 / 14:00 ~ 17:00 브레이크타임 / 13:30 라스트오더 / 20:00 라스트오더 | 일 11:00 ~ 20:30 / 14:00 ~ 17:00 브레이크타임 / 13:30 라스트오더 / 20:00 라스트오더 | 월 휴무일 | 화 11:00 ~ 20:30 / 14:00 ~ 17:00 브레이크타임 / 13:30 라스트오더 / 20:00 라스트오더,21556724,https://place.map.kakao.com/21556724,0,204,"{""reservation"":true,""delivery"":true,""accessible"":false,""takeout"":true,""parking"":false,""pets"":false,""wifi"":false}",서울 서대문구 연희로 36 (연희동 353-94),official_description,
61,61화,2022-11-22,[sub] 성시경의 먹을텐데 l 도쿄 뒷골목식당,https://www.youtube.com/watch?v=kvMW__eO_9c,travel_special,,,,,,,,,,,,,,,,,,,{},,,해외 식당 1곳은 국내 전용 데이터셋 정책으로 제외
62,62화,2022-11-28,[sub] 성시경의 먹을텐데 l 삼성동 도명골 청국장,https://www.youtube.com/watch?v=LXKubqppj0U,restaurant,mogeultende_2af4ac5d9fa7,도명골청국장,대한민국,서울 강남구,서울 강남구 봉은사로114길 38,한식,청국장,"청국장 9,500원 | 한우곱창 청국장 술국 36,000원 | 우렁청국장 10,000원 | 차돌청국장 10,000원",37.51262098,127.06540621,02-569-6999,영업 전,10:30 오픈,수 10:30 ~ 21:50 | 목 10:30 ~ 21:50 | 금 10:30 ~ 21:50 | 토 10:30 ~ 20:20 | 월 10:30 ~ 21:50 | 화 10:30 ~ 21:50,2130836465,https://place.map.kakao.com/2130836465,4.7,233,"{""reservation"":false,""delivery"":true,""accessible"":false,""takeout"":true,""parking"":false,""pets"":false,""wifi"":true}",서울 강남구 봉은사로114길 38 101호 (삼성동 166-3),official_description,
63,63화,2022-12-06,성시경의 먹을텐데 l 100만기념 _구독자와의 첫만남,https://www.youtube.com/watch?v=Xz1QAlQGz5s,restaurant,mogeultende_33c6e22638d2,발산한우진곱창 2호점,대한민국,서울 강서구,서울 강서구 강서로 395,"곱창,막창",모듬구이,"모듬구이 29,000원 | 대창구이 29,000원 | 막창구이 29,000원 | 곱창구이 32,000원",37.56103662,126.8384466,02-2668-7776,영업 전,11:30 오픈,수 11:30 ~ 22:40 / 21:30 라스트오더 | 목 11:30 ~ 22:40 / 21:30 라스트오더 | 금 11:30 ~ 22:40 / 21:30 라스트오더 | 토 15:00 ~ 22:40 / 21:30 라스트오더 | 일 휴무일 | 월 11:30 ~ 22:40 / 21:30 라스트오더 | 화 11:30 ~ 22:40 / 21:30 라스트오더,198593457,https://place.map.kakao.com/198593457,3.7,388,"{""reservation"":false,""delivery"":false,""accessible"":false,""takeout"":true,""parking"":true,""pets"":false,""wifi"":true}",서울 강서구 강서로 395 1층 109~110호 (마곡동 793-9),official_description,
64,64화,2022-12-09,성시경의 먹을텐데 l 약수동 춘천막국수,https://www.youtube.com/watch?v=XvmK69zZJOo,restaurant,mogeultende_1096ded77876,춘천막국수,대한민국,서울 중구,서울 중구 다산로10길 6,국수,이북식찜닭,"이북식찜닭 34,000원 | 메밀 막국수（자가제면） 1人 12,000원 | 닭도리탕 39,000원 | 한방삼계탕 19,000원",37.55346273,127.01030699,02-2232-2969,영업 전,11:00 오픈,수 11:00 ~ 21:30 | 목 11:00 ~ 21:30 | 금 11:00 ~ 21:30 | 토 11:00 ~ 21:30 | 일 11:00 ~ 21:30 | 월 11:00 ~ 21:30 | 화 11:00 ~ 21:30,9974647,https://place.map.kakao.com/9974647,3.9,102,"{""reservation"":true,""delivery"":true,""accessible"":false,""takeout"":true,""parking"":true,""pets"":false,""wifi"":true}",서울 중구 다산로10길 6 1층 골목길 (신당동 368-86),official_description,
65,65화,2022-12-14,[sub] 성시경의 먹을텐데 l 논현동 왕스덕,https://www.youtube.com/watch?v=-e6zzDqCS6E,restaurant,mogeultende_16fde98822c4,왕스덕 논현점,대한민국,서울 강남구,서울 강남구 도산대로 130,중국요리,왕스덕자장면,"왕스덕자장면 9,000원 | 짬뽕면/밥 11,000원 | 차돌짬뽕 14,000원 | 삼선우동 11,000원",37.51713646,127.02302013,02-540-8524,영업 전,11:00 오픈,수 11:00 ~ 22:00 / 21:00 라스트오더 | 목 11:00 ~ 22:00 / 21:00 라스트오더 | 금 11:00 ~ 22:00 / 21:00 라스트오더 | 토 11:00 ~ 21:00 / 20:00 라스트오더 | 일 11:00 ~ 21:00 / 20:00 라스트오더 | 월 11:00 ~ 22:00 / 21:00 라스트오더 | 화 11:00 ~ 22:00 / 21:00 라스트오더,1178003813,https://place.map.kakao.com/1178003813,3.8,191,"{""reservation"":true,""delivery"":true,""accessible"":true,""takeout"":true,""parking"":true,""pets"":false,""wifi"":true}",서울 강남구 도산대로 130 하림타워 지하 1층 (논현동 4-18),official_description,
66,66화,2022-12-16,[sub] 성시경의 먹을텐데 l 논현동 진미평양냉면,https://www.youtube.com/watch?v=H_Aw-akvQPQ,restaurant,mogeultende_e74a0980394a,진미평양냉면 별관,대한민국,서울 강남구,서울 강남구 학동로 305-3,냉면,접시만두,"접시만두 15,000원 | 제육반 17,000원 | 어복쟁반 (대) 90,000원 | 불고기 28,000원",37.51613579,127.03604716,02-515-3469,영업 전,11:00 오픈,수 11:00 ~ 21:30 / 21:10 라스트오더 | 목 11:00 ~ 21:30 / 21:10 라스트오더 | 금 11:00 ~ 21:30 / 21:10 라스트오더 | 토 11:00 ~ 21:30 / 21:10 라스트오더 | 일 11:00 ~ 21:30 / 21:10 라스트오더 | 월 11:00 ~ 21:30 / 21:10 라스트오더 | 화 11:00 ~ 21:30 / 21:10 라스트오더,27584230,https://place.map.kakao.com/27584230,3.8,1034,"{""reservation"":true,""delivery"":false,""accessible"":true,""takeout"":true,""parking"":true,""pets"":false,""wifi"":true}",서울 강남구 학동로 305-3 (논현동 115-10),official_description,
67,67화,2022-12-30,[sub] 성시경의 먹을텐데 l 청담동 첼시스하이볼,https://www.youtube.com/watch?v=XJywuH-AAf8,restaurant,mogeultende_a5e8688e7479,첼시스하이볼,대한민국,서울 강남구,서울 강남구 도산대로85길 14,"호프,요리주점",Kaku Highball(Normal),"Kaku Highball(Normal) 8,000원 | Kaku Highball(Mega) 15,000원 | Jim beam Highball(Normal) 7,500원 | Jim beam Highball(Mega) 14,000원",37.525433,127.04918805,02-515-1227,영업 전,16:00 오픈,수 16:00 ~ 01:00 | 목 16:00 ~ 01:00 | 금 16:00 ~ 01:00 | 토 16:00 ~ 01:00 | 일 휴무일 | 월 16:00 ~ 01:00 | 화 16:00 ~ 01:00,1968658790,https://place.map.kakao.com/1968658790,4.4,8,"{""reservation"":true,""delivery"":true,""accessible"":false,""takeout"":true,""parking"":true,""pets"":true,""wifi"":true}",서울 강남구 도산대로85길 14 1층 (청담동 122-7),official_description,
68,68화,2023-01-04,성시경의 먹을텐데 l 역삼동 대운식당,https://www.youtube.com/watch?v=WE8M1jVA9QM,restaurant,mogeultende_3023a2ae26f0,대운식당,대한민국,서울 강남구,서울 강남구 역삼로5길 6,한식,제육볶음,"제육볶음 10,000원 | 생물 생태(1인) 18,000원 | 동태탕 10,000원 | 아구 수육 40,000원",37.4943253,127.03245427,02-564-4559,영업 전,10:30 오픈,수 10:30 ~ 22:00 / 15:00 ~ 16:30 브레이크타임 | 목 10:30 ~ 22:00 / 15:00 ~ 16:30 브레이크타임 | 금 제헌절 휴무 | 토 휴무일 | 일 휴무일 | 월 10:30 ~ 22:00 / 15:00 ~ 16:30 브레이크타임 | 화 10:30 ~ 22:00 / 15:00 ~ 16:30 브레이크타임,1276802054,https://place.map.kakao.com/1276802054,3.9,140,"{""reservation"":false,""delivery"":false,""accessible"":false,""takeout"":false,""parking"":false,""pets"":false,""wifi"":false}",서울 강남구 역삼로5길 6 (역삼동 830-54),official_description,
69,69화,2023-01-09,[sub] 성시경의 먹을텐데 l 논현동 영동장어,https://www.youtube.com/watch?v=B5rp9kCcqmw,restaurant,mogeultende_34a5a3ddfc75,영동장어,대한민국,서울 강남구,서울 강남구 언주로148길 8,장어,구이용 야채모둠,"구이용 야채모둠 15,000원 | 뚝배기장어탕 25,000원",37.52031666,127.03533877,02-3448-9991,영업 전,11:30 오픈,수 11:30 ~ 01:00 | 목 11:30 ~ 01:00 | 금 11:30 ~ 01:00 | 토 11:30 ~ 01:00 | 일 11:30 ~ 01:00 | 월 11:30 ~ 01:00 | 화 11:30 ~ 01:00,1257441291,https://place.map.kakao.com/1257441291,0,552,"{""reservation"":false,""delivery"":false,""accessible"":false,""takeout"":false,""parking"":true,""pets"":false,""wifi"":false}",서울 강남구 언주로148길 8 (논현동 98-8),official_description,
70,70화,2023-01-12,[sub] 성시경의 먹을텐데 l 다나카상과 주막 1탄,https://www.youtube.com/watch?v=3tc3F4M607s,restaurant,mogeultende_34027c2cd152,주막,대한민국,서울 강북구,서울 강북구 월계로7나길 30-3,"호프,요리주점",그대로 슬라이스 감자전,"그대로 슬라이스 감자전 15,000원 | 쫄뱅이 15,000원 | 땡초고추 부추전 12,000원 | 주막 해물 지지미 16,000원",37.61276699,127.03202091,070-7607-1680,영업 전,16:30 오픈,수 16:30 ~ 23:30 | 목 16:30 ~ 23:30 | 금 16:30 ~ 23:30 | 토 16:30 ~ 23:30 | 일 15:30 ~ 23:30 | 월 16:30 ~ 23:30 | 화 16:30 ~ 23:30,17664320,https://place.map.kakao.com/17664320,4.5,98,"{""reservation"":true,""delivery"":false,""accessible"":false,""takeout"":true,""parking"":false,""pets"":false,""wifi"":false}",서울 강북구 월계로7나길 30-3 (미아동 54-259),official_description,
71,71화,2023-01-13,[sub] 성시경의 먹을텐데 l 다나카상과 주막 2탄,https://www.youtube.com/watch?v=qs5ze9IhkDE,restaurant,mogeultende_34027c2cd152,주막,대한민국,서울 강북구,서울 강북구 월계로7나길 30-3,"호프,요리주점",그대로 슬라이스 감자전,"그대로 슬라이스 감자전 15,000원 | 쫄뱅이 15,000원 | 땡초고추 부추전 12,000원 | 주막 해물 지지미 16,000원",37.61276699,127.03202091,070-7607-1680,영업 전,16:30 오픈,수 16:30 ~ 23:30 | 목 16:30 ~ 23:30 | 금 16:30 ~ 23:30 | 토 16:30 ~ 23:30 | 일 15:30 ~ 23:30 | 월 16:30 ~ 23:30 | 화 16:30 ~ 23:30,17664320,https://place.map.kakao.com/17664320,4.5,98,"{""reservation"":true,""delivery"":false,""accessible"":false,""takeout"":true,""parking"":false,""pets"":false,""wifi"":false}",서울 강북구 월계로7나길 30-3 (미아동 54-259),official_description,
72,72화,2023-03-29,성시경의 먹을텐데 l 왕십리 춘향미엔,https://www.youtube.com/watch?v=kHpd-p6y1x0,restaurant,mogeultende_c8d5d36b913f,춘향미엔 왕십리점,대한민국,서울 성동구,서울 성동구 왕십리로21길 26,중국요리,온면,"온면 10,000원 | 매운온면 10,000원 | 온국밥 11,000원 | 매운온국밥 11,000원",37.56046977,127.03202116,02-2281-9031,영업 전,11:00 오픈,수 11:00 ~ 01:00 / 00:20 라스트오더 | 목 11:00 ~ 01:00 / 00:20 라스트오더 | 금 11:00 ~ 01:00 / 00:20 라스트오더 | 토 11:00 ~ 01:00 / 00:20 라스트오더 | 일 11:00 ~ 22:00 / 21:20 라스트오더 | 월 11:00 ~ 01:00 / 00:20 라스트오더 | 화 11:00 ~ 01:00 / 00:20 라스트오더,1658512250,https://place.map.kakao.com/1658512250,4.3,203,"{""reservation"":false,""delivery"":true,""accessible"":true,""takeout"":true,""parking"":false,""pets"":false,""wifi"":true}",서울 성동구 왕십리로21길 26 1층 (행당동 299-1),official_description,
73,73화,2023-04-12,성시경의 먹을텐데 l 약수동 해남순대국,https://www.youtube.com/watch?v=W-W42TwYUGw,restaurant,mogeultende_3abc7fb02dbb,해남순대국,대한민국,서울 중구,서울 중구 다산로8길 8,순대,수육(중),"수육(중) 30,000원 | 순대국 12,000원 | 수육(대) 33,000원 | 수육(소) 28,000원",37.55286207,127.00986838,,영업 전,10:00 오픈,수 10:00 ~ 20:00 | 목 10:00 ~ 20:00 | 금 10:00 ~ 20:00 | 토 휴무일 | 일 10:00 ~ 20:00 | 월 10:00 ~ 20:00 | 화 10:00 ~ 20:00,27439556,https://place.map.kakao.com/27439556,3.5,306,"{""reservation"":false,""delivery"":false,""accessible"":false,""takeout"":true,""parking"":true,""pets"":false,""wifi"":false}",서울 중구 다산로8길 8 (신당동 366-9),official_description,
74,74화,2023-04-14,성시경의 먹을텐데 유니버스(ft.더 디저트),https://www.youtube.com/watch?v=pCnG7O_mbCs,promotion,,,,,,,,,,,,,,,,,,,{},,,더 디저트 협업 홍보편으로 특정 방문 식당 없음
75,75화,2023-04-19,성시경의 먹을텐데 l 용산 이조순대국,https://www.youtube.com/watch?v=Q9p4sWtOkec,restaurant,mogeultende_52b557c20962,이조순대국,대한민국,서울 용산구,서울 용산구 원효로41길 54,순대,순대국,"순대국 8,000원 | 목살수육 13,000원 | 목살수육+냄비술국 27,000원 | 오소리감투+냄비술국 25,000원",37.53523046,126.96030951,02-717-3387,영업 중,20:40 까지,수 05:00 ~ 20:40 / 15:00 ~ 16:00 브레이크타임 / 20:10 라스트오더 | 목 05:00 ~ 20:40 / 15:00 ~ 16:00 브레이크타임 / 20:10 라스트오더 | 금 05:00 ~ 20:40 / 15:00 ~ 16:00 브레이크타임 / 20:10 라스트오더 | 토 05:00 ~ 19:40 / 15:00 ~ 16:00 브레이크타임 / 19:10 라스트오더 | 일 휴무일 | 월 05:00 ~ 20:40 / 15:00 ~ 16:00 브레이크타임 / 20:10 라스트오더 | 화 05:00 ~ 20:40 / 15:00 ~ 16:00 브레이크타임 / 20:10 라스트오더,27243872,https://place.map.kakao.com/27243872,3.5,222,"{""reservation"":true,""delivery"":true,""accessible"":false,""takeout"":true,""parking"":false,""pets"":false,""wifi"":false}",서울 용산구 원효로41길 54 이조순대국 (원효로2가 91-10 이조순대국),official_description,
76,76화,2023-04-26,성시경의 먹을텐데 l 논현동 홍명 1탄 (with. 싸이),https://www.youtube.com/watch?v=zCYgokuaenY,restaurant,mogeultende_e457dc73cc60,홍명,대한민국,서울 강남구,서울 강남구 논현로131길 10,중식,간짜장,"간짜장 12,000원 | 짬뽕 12,000원 | 짜장면 10,000원 | 오향장육 40,000원",37.51453743,127.02945877,02-548-2223,영업 전,11:30 오픈,수 11:30 ~ 21:30 / 15:00 ~ 17:00 브레이크타임 | 목 11:30 ~ 21:30 / 15:00 ~ 17:00 브레이크타임 | 금 11:30 ~ 21:30 / 15:00 ~ 17:00 브레이크타임 | 토 11:30 ~ 21:30 / 15:00 ~ 17:00 브레이크타임 | 일 11:30 ~ 21:30 / 15:00 ~ 17:00 브레이크타임 | 월 11:30 ~ 21:30 / 15:00 ~ 17:00 브레이크타임 | 화 11:30 ~ 21:30 / 15:00 ~ 17:00 브레이크타임,10972091,https://place.map.kakao.com/10972091,3.6,636,"{""reservation"":true,""delivery"":false,""accessible"":true,""takeout"":true,""parking"":true,""pets"":false,""wifi"":false}",서울 강남구 논현로131길 10 미현빌딩 1층 홍명 (논현동 37-9 홍명),official_description,
77,77화,2023-04-27,성시경의 먹을텐데 l 논현동 홍명 2탄 (with. 싸이),https://www.youtube.com/watch?v=fyMdXrBmXOo,restaurant,mogeultende_e457dc73cc60,홍명,대한민국,서울 강남구,서울 강남구 논현로131길 10,중식,간짜장,"간짜장 12,000원 | 짬뽕 12,000원 | 짜장면 10,000원 | 오향장육 40,000원",37.51453743,127.02945877,02-548-2223,영업 전,11:30 오픈,수 11:30 ~ 21:30 / 15:00 ~ 17:00 브레이크타임 | 목 11:30 ~ 21:30 / 15:00 ~ 17:00 브레이크타임 | 금 11:30 ~ 21:30 / 15:00 ~ 17:00 브레이크타임 | 토 11:30 ~ 21:30 / 15:00 ~ 17:00 브레이크타임 | 일 11:30 ~ 21:30 / 15:00 ~ 17:00 브레이크타임 | 월 11:30 ~ 21:30 / 15:00 ~ 17:00 브레이크타임 | 화 11:30 ~ 21:30 / 15:00 ~ 17:00 브레이크타임,10972091,https://place.map.kakao.com/10972091,3.6,636,"{""reservation"":true,""delivery"":false,""accessible"":true,""takeout"":true,""parking"":true,""pets"":false,""wifi"":false}",서울 강남구 논현로131길 10 미현빌딩 1층 홍명 (논현동 37-9 홍명),official_description,
78,78화,2023-05-08,성시경의 먹을텐데 l 노원 옛날칼국수,https://www.youtube.com/watch?v=oCVgwsJbFpk,restaurant,mogeultende_250d1363d01d,옛날칼국수,대한민국,서울 노원구,서울 노원구 동일로 1417,칼국수,칼국수,"칼국수 10,000원 | 얼큰수제비 10,000원 | 수제비 10,000원 | 왕만두(5개) 10,000원",37.65497275,127.05982386,02-939-6169,영업 전,10:30 오픈,수 10:30 ~ 22:00 / 15:00 ~ 16:00 브레이크타임 / 21:00 라스트오더 | 목 10:30 ~ 22:00 / 15:00 ~ 16:00 브레이크타임 / 21:00 라스트오더 | 금 10:30 ~ 22:00 / 15:00 ~ 16:00 브레이크타임 / 21:00 라스트오더 | 토 10:30 ~ 22:00 / 15:00 ~ 16:00 브레이크타임 / 21:00 라스트오더 | 일 10:30 ~ 22:00 / 15:00 ~ 16:00 브레이크타임 / 21:00 라스트오더 | 월 10:30 ~ 22:00 / 15:00 ~ 16:00 브레이크타임 / 21:00 라스트오더 | 화 10:30 ~ 22:00 / 15:00 ~ 16:00 브레이크타임 / 21:00 라스트오더,8015984,https://place.map.kakao.com/8015984,3.3,595,"{""reservation"":false,""delivery"":false,""accessible"":true,""takeout"":true,""parking"":true,""pets"":false,""wifi"":true}",서울 노원구 동일로 1417 (상계동 711-13),official_description,
79,79화,2023-05-16,성시경의 먹을텐데 l 여의도 농부와닭동네,https://www.youtube.com/watch?v=m5QDgJ3zWsY,restaurant,mogeultende_9ffcb2347abb,농부와닭동네 여의도MBC점,대한민국,서울 영등포구,서울 영등포구 여의나루로 113 (여의도동 21-4),치킨,"후라이드치킨, 양념치킨, 치킨떡볶이, 통골뱅이무침","후라이드 22,000원 | 양념치킨 23,000원 | 뼈후반양반 23,000원 | 순살후라이드 24,000원 | 순살양념 25,000원 | 순살반반 25,000원 | 날개튀김 21,000원 | 치킨떡볶이 15,000원 | 라볶이 15,000원 | 통골뱅이무침 28,000원 | 먹태 18,000원 | 노가리 18,000원 | 쥐포 18,000원 | 오징어 20,000원 | 생맥주 5,000원 | 소주 5,000원 | 병맥주 6,000원 | 음료 3,000원",37.5295633,126.9212749,,,,,,,,,{},서울 영등포구 여의나루로 113 (여의도동 21-4),official_description,
80,80화,2023-05-25,"성시경의 먹을텐데 l 콩국수 특집 (문배동 진미식당, 신당동 홍탁 목포집, 신촌 즉석 생우동)",https://www.youtube.com/watch?v=Nz0jI_Lck0U,restaurant,mogeultende_b57fdbc0cebc,진미식당,대한민국,서울 용산구,서울 용산구 백범로90길 38,한식,냉콩국수,"오징어볶음 11,000원 | 문경콩청국장 10,000원 | 냉콩국수 13,000원 | 제육볶음 11,000원",37.53673789,126.96960923,02-703-6842,영업 전,10:00 오픈,수 10:00 ~ 21:00 / 16:00 ~ 17:30 브레이크타임 / 15:30 라스트오더 / 20:30 라스트오더 | 목 10:00 ~ 21:00 / 16:00 ~ 17:30 브레이크타임 / 15:30 라스트오더 / 20:30 라스트오더 | 금 10:00 ~ 21:00 / 16:00 ~ 17:30 브레이크타임 / 15:30 라스트오더 / 20:30 라스트오더 | 토 10:00 ~ 19:00 / 18:30 라스트오더 | 일 11:00 ~ 16:00 / 15:30 라스트오더 | 월 10:00 ~ 21:00 / 16:00 ~ 17:30 브레이크타임 / 15:30 라스트오더 / 20:30 라스트오더 | 화 10:00 ~ 21:00 / 16:00 ~ 17:30 브레이크타임 / 15:30 라스트오더 / 20:30 라스트오더,16526880,https://place.map.kakao.com/16526880,3.7,305,"{""reservation"":false,""delivery"":false,""accessible"":false,""takeout"":true,""parking"":false,""pets"":false,""wifi"":false}",서울 용산구 백범로90길 46 (문배동 33-3),official_description,
80,80화,2023-05-25,"성시경의 먹을텐데 l 콩국수 특집 (문배동 진미식당, 신당동 홍탁 목포집, 신촌 즉석 생우동)",https://www.youtube.com/watch?v=Nz0jI_Lck0U,restaurant,mogeultende_57f919d3ce12,홍탁목포집,대한민국,서울 중구,서울 중구 청구로 86-1,한식,콩국수,"콩국수 9,000원 | 열무비빔국수 9,000원 | 돼지고기수육 30,000원 | 홍어(접시) 80,000원",37.56070047,127.01277591,010-7921-4799,영업 전,11:00 오픈,수 11:00 ~ 16:00 | 목 11:00 ~ 16:00 | 금 11:00 ~ 16:00 | 토 11:00 ~ 16:00 | 일 휴무일 | 월 11:00 ~ 16:00 | 화 11:00 ~ 16:00,1465870253,https://place.map.kakao.com/1465870253,3.6,141,"{""reservation"":true,""delivery"":false,""accessible"":false,""takeout"":false,""parking"":false,""pets"":false,""wifi"":false}",서울 중구 청구로 86-1 (신당동 307-19),official_description,
